# CEL: Rejestr kosztow API (model jezykowy, web search, grafiki). Zrodlo prawdy = tabela model_usage w bazie; ten CSV to czytelny eksport.
# 2026-08-13 - 0040 conservative CONTENT/role reconciliation candidate offline - 0.000000 USD actual; fake callery i temp DB; production-copy rehearsal removed; no production reconciliation/API/live/publication; actual known remains 5.172339 USD and unresolved production exposure remains 0.738880 USD.
# 2026-08-13 - merge PR #46, backup i produkcyjna migracja 0038→0039 - 0.000000 USD actual; zero provider API/live/publikacji/rekonsyliacji, znany koszt pozostaje 5.172339 USD, nierozstrzygnięta ekspozycja pozostaje 0.738880 USD.
# 2026-08-13 - PR #46 review-only repair candidate offline - 0.000000 USD actual; fake SDK/callery i nowe temp DB, zero sieci/provider requestow/publikacji oraz zero zapisu produkcyjnego.
# 2026-08-13 - PR #46 five-major focused repair offline - 0.000000 USD actual; fake SDK/callery, temp DB, zero provider API/browsera/publikacji i zero zapisu produkcyjnego.
# Format kolumn wg specyfikacji wlasciciela. Kwoty w USD. Bez sekretow.
# Jesli koszt jest tylko szacunkiem -> zaznacz w kolumnie notes (np. "szacunek").
# 2026-08-11 - PRE-LIVE CONTENT UNBLOCK B1/B2/B4/B5 candidate; B3 BLOCKED: new 6/6, root bez reviewera zatrzymany przed SDK/usage/cost, tylko nowe temp SQLite - 0.000000 USD actual; zero API/sieci/browsera/publikacji i zero migracji produkcji.
# Linie z '#' to komentarze (pomijane przy imporcie, np. pandas comment='#').
# 2026-08-10 - FABLE QUALIFICATION AUTHORITY PACKAGE offline - koszt 0.000000 USD; repo-only trace, produkcja immutable, synthetic owner values/fake caller i nowe temp DB; zero sieci/API/qualification/C5/publikacji.
# 2026-08-10 - production schema migration 0020->0030 - koszt 0.000000 USD; lokalne SQLite CLI, zero realnego API, qualification, C5 i publikacji.
# 2026-08-10 - MIGRATION TRANSACTIONALITY REPAIR 0026/0027 - koszt 0.000000 USD; wylacznie lokalne testy i nowe temp DB; zero realnego API, kwalifikacji, C5 i publikacji.
date,run_id,task,provider,model,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,web_search_requests,image_count,estimated_cost_usd,notes
2026-08-14,5d91fb87-2d6e-41e5-a62b-b00198373a7d,research,anthropic,claude-opus-5,10857,4977,0,0,0,0,0.178710,actual
2026-08-14,source-discovery-run-f665a480-41f1-49c5-8329-678d279467a7,research_discover,anthropic,claude-opus-5,85335,7247,0,0,6,0,0.667850,actual
2026-08-14,72cfd42f-1635-4312-9e16-428e5c241cab,research,anthropic,claude-opus-5,10857,5362,0,0,0,0,0.188335,actual
2026-08-14,2d91761a-6595-4f37-9a5a-eb300b3c198a,topics,anthropic,claude-opus-5,5419,3141,0,0,0,0,0.105620,actual
2026-08-14,source-discovery-run-badf7534-d61a-421c-b871-65882ef37c98,research_discover,anthropic,claude-opus-5,106735,6505,0,0,6,0,0.756300,actual
2026-08-14,972aa277-11e4-4b68-ace5-9c03bc5f5e13,research,anthropic,claude-opus-5,19764,4415,0,0,0,0,0.209195,actual
2026-08-14,source-discovery-run-02ba9356-fe3c-42e0-b4ca-4119e6232c66,research_discover,anthropic,claude-opus-5,102514,6367,0,0,6,0,0.731745,actual
2026-08-14,56718622-b374-4ee0-88bc-2b6615b75c18,research,anthropic,claude-opus-5,23075,6357,0,0,0,0,0.274300,actual
2026-08-14,66c0c6c7-e2b4-479c-aac7-e3c198e21792,research,anthropic,claude-opus-5,23075,8192,0,0,0,0,0.320175,actual
2026-08-14,c4d31309-a95b-4582-8062-aa849ecc2644,research,anthropic,claude-opus-5,23075,6369,0,0,0,0,0.274600,actual
2026-08-14,61eacab8-ea84-4fe4-86ec-79b4c9abf85c,research,anthropic,claude-opus-5,23201,7244,0,0,0,0,0.297105,actual
2026-08-14,017aaede-d672-4936-9049-6022cf15e303,research,anthropic,claude-opus-5,23201,6233,0,0,0,0,0.271830,actual
2026-08-14,cb4fd3f9-c772-4aea-9a0b-03de1712c253,research,anthropic,claude-opus-5,23318,5672,0,0,0,0,0.258390,actual
2026-08-14,7b05cd4e-14d0-47b3-9890-de8471bddfe9,research,anthropic,claude-opus-5,11100,5140,0,0,0,0,0.184000,actual
2026-08-14,4348d2c9-00e0-4d56-98ce-465fdcbc11d7,research,anthropic,claude-opus-5,11100,5569,0,0,0,0,0.194725,actual
2026-08-14,da1e31bb-90c0-42e4-8374-f3439afa3c61,research,anthropic,claude-opus-5,11100,4432,0,0,0,0,0.166300,actual
2026-08-14,f601139e-e025-4a52-9eff-8ec84b4992ae,research,anthropic,claude-opus-5,11100,5031,0,0,0,0,0.181275,actual
2026-08-14,f4aa8701-1471-4c0e-926e-1eac73853e4a,research,anthropic,claude-opus-5,11100,4845,0,0,0,0,0.176625,actual
2026-08-14,7ce6f105-25b1-4b33-8b41-b82c63b9aa19,research,anthropic,claude-opus-5,11100,4818,0,0,0,0,0.175950,actual
2026-08-14,22ad6941-ec6c-4690-97f7-3a60db1f5afb,research,anthropic,claude-opus-5,11100,4955,0,0,0,0,0.179375,actual
2026-08-14,ddfa2b5f-1e4b-46c8-8e76-db72c204be9a,research,anthropic,claude-opus-5,11100,5396,0,0,0,0,0.190400,actual
2026-08-14,1d5e7a59-4716-44fd-bfd5-ad159bd36457,research,anthropic,claude-opus-5,11100,4238,0,0,0,0,0.161450,actual
2026-08-14,dd109629-c429-47c9-aac1-ade8f1e9bca8,research,anthropic,claude-opus-5,11100,4971,0,0,0,0,0.179775,actual
2026-08-14,ec0c56a5-19e7-45d1-bf20-e7f8f066a9c6,research,anthropic,claude-opus-5,11100,4735,0,0,0,0,0.173875,actual
2026-08-14,73b441e2-1289-4177-8e3a-7f836e183c8b,research,anthropic,claude-opus-5,11100,5010,0,0,0,0,0.180750,actual
2026-08-14,61702bc1-a5be-42eb-8aed-f7a3e2f6645f,research,anthropic,claude-opus-5,11100,5636,0,0,0,0,0.196400,actual
2026-08-14,e331f38d-ade4-4a67-b6c4-9b53ed4ed785,research,anthropic,claude-opus-5,11100,4992,0,0,0,0,0.180300,actual
2026-08-14,f9e4c78f-d7d0-49e1-8a9f-0f47ad37c471,research,anthropic,claude-opus-5,11100,5402,0,0,0,0,0.190550,actual
2026-08-14,0bfb3006-c83a-47fd-a24f-9db85111f59b,research,anthropic,claude-opus-5,20007,3994,0,0,0,0,0.199885,actual
2026-08-14,100f69ad-2d28-4301-bfdc-d4620a8b8aa1,research,anthropic,claude-opus-5,21103,5049,0,0,0,0,0.231740,actual
